PokemonName	PokedexLink	Description
Armaldo	https://pokemondb.net/pokedex/armaldo	Armaldo is a Rock/Bug type Pokémon introduced in Generation 3. It is known as the Plate Pokémon.
Exeggcute	https://pokemondb.net/pokedex/exeggcute	Exeggcute is a Grass/Psychic type Pokémon introduced in Generation 1. It is known as the Egg Pokémon.
Vaporeon	https://pokemondb.net/pokedex/vaporeon	Vaporeon is a Water type Pokémon introduced in Generation 1. It is known as the Bubble Jet Pokémon.
Drowzee	https://pokemondb.net/pokedex/drowzee	Drowzee is a Psychic type Pokémon introduced in Generation 1. It is known as the Hypnosis Pokémon.
Mesprit	https://pokemondb.net/pokedex/mesprit	Mesprit is a Psychic type Pokémon introduced in Generation 4. It is known as the Emotion Pokémon.
Shuckle	https://pokemondb.net/pokedex/shuckle	Shuckle is a Bug/Rock type Pokémon introduced in Generation 2. It is known as the Mold Pokémon.
Kubfu	https://pokemondb.net/pokedex/kubfu	Kubfu is a Fighting type Pokémon introduced in Generation 8. It is known as the Wushu Pokémon.
Rhyhorn	https://pokemondb.net/pokedex/rhyhorn	Rhyhorn is a Ground/Rock type Pokémon introduced in Generation 1. It is known as the Spikes Pokémon.
Pyroar	https://pokemondb.net/pokedex/pyroar	Pyroar is a Fire/Normal type Pokémon introduced in Generation 6. It is known as the Royal Pokémon.
Swadloon	https://pokemondb.net/pokedex/swadloon	Swadloon is a Bug/Grass type Pokémon introduced in Generation 5. It is known as the Leaf-Wrapped Pokémon.
Houndour	https://pokemondb.net/pokedex/houndour	Houndour is a Dark/Fire type Pokémon introduced in Generation 2. It is known as the Dark Pokémon.
Dialga	https://pokemondb.net/pokedex/dialga	Dialga is a Steel/Dragon type Pokémon introduced in Generation 4. It is known as the Temporal Pokémon.
Zeraora	https://pokemondb.net/pokedex/zeraora	Zeraora is an Electric type Pokémon introduced in Generation 7. It is known as the Thunderclap Pokémon.
Joltik	https://pokemondb.net/pokedex/joltik	Joltik is a Bug/Electric type Pokémon introduced in Generation 5. It is known as the Attaching Pokémon.
Thwackey	https://pokemondb.net/pokedex/thwackey	Thwackey is a Grass type Pokémon introduced in Generation 8. It is known as the Beat Pokémon.
Dragonair	https://pokemondb.net/pokedex/dragonair	Dragonair is a Dragon type Pokémon introduced in Generation 1. It is known as the Dragon Pokémon.
Chewtle	https://pokemondb.net/pokedex/chewtle	Chewtle is a Water type Pokémon introduced in Generation 8. It is known as the Snapping Pokémon.
Blaziken	https://pokemondb.net/pokedex/blaziken	Blaziken is a Fire/Fighting type Pokémon introduced in Generation 3. It is known as the Blaze Pokémon.
Spritzee	https://pokemondb.net/pokedex/spritzee	Spritzee is a Fairy type Pokémon introduced in Generation 6. It is known as the Perfume Pokémon.
Raichu	https://pokemondb.net/pokedex/raichu	Raichu is an Electric type Pokémon introduced in Generation 1. It is known as the Mouse Pokémon.
Poochyena	https://pokemondb.net/pokedex/poochyena	Poochyena is a Dark type Pokémon introduced in Generation 3. It is known as the Bite Pokémon.
Minun	https://pokemondb.net/pokedex/minun	Minun is an Electric type Pokémon introduced in Generation 3. It is known as the Cheering Pokémon.
Illumise	https://pokemondb.net/pokedex/illumise	Illumise is a Bug type Pokémon introduced in Generation 3. It is known as the Firefly Pokémon.
Gallade	https://pokemondb.net/pokedex/gallade	Gallade is a Psychic/Fighting type Pokémon introduced in Generation 4. It is known as the Blade Pokémon.
Bidoof	https://pokemondb.net/pokedex/bidoof	Bidoof is a Normal type Pokémon introduced in Generation 4. It is known as the Plump Mouse Pokémon.
Beheeyem	https://pokemondb.net/pokedex/beheeyem	Beheeyem is a Psychic type Pokémon introduced in Generation 5. It is known as the Cerebral Pokémon.
Torkoal	https://pokemondb.net/pokedex/torkoal	Torkoal is a Fire type Pokémon introduced in Generation 3. It is known as the Coal Pokémon.
Gigalith	https://pokemondb.net/pokedex/gigalith	Gigalith is a Rock type Pokémon introduced in Generation 5. It is known as the Compressed Pokémon.
Stufful	https://pokemondb.net/pokedex/stufful	Stufful is a Normal/Fighting type Pokémon introduced in Generation 7. It is known as the Flailing Pokémon.
Chespin	https://pokemondb.net/pokedex/chespin	Chespin is a Grass type Pokémon introduced in Generation 6. It is known as the Spiny Nut Pokémon.
Sandygast	https://pokemondb.net/pokedex/sandygast	Sandygast is a Ghost/Ground type Pokémon introduced in Generation 7. It is known as the Sand Heap Pokémon.
Cosmoem	https://pokemondb.net/pokedex/cosmoem	Cosmoem is a Psychic type Pokémon introduced in Generation 7. It is known as the Protostar Pokémon.
Mothim	https://pokemondb.net/pokedex/mothim	Mothim is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Moth Pokémon.
Flabébé	https://pokemondb.net/pokedex/flabebe	Flabébé is a Fairy type Pokémon introduced in Generation 6. It is known as the Single Bloom Pokémon.
Aggron	https://pokemondb.net/pokedex/aggron	Aggron is a Steel/Rock type Pokémon introduced in Generation 3. It is known as the Iron Armor Pokémon.
Zamazenta	https://pokemondb.net/pokedex/zamazenta	Zamazenta is a Fighting/Steel type Pokémon introduced in Generation 8. It is known as the Warrior Pokémon.
Cranidos	https://pokemondb.net/pokedex/cranidos	Cranidos is a Rock type Pokémon introduced in Generation 4. It is known as the Head Butt Pokémon.
Orbeetle	https://pokemondb.net/pokedex/orbeetle	Orbeetle is a Bug/Psychic type Pokémon introduced in Generation 8. It is known as the Seven Spot Pokémon.
Oddish	https://pokemondb.net/pokedex/oddish	Oddish is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Weed Pokémon.
Mantine	https://pokemondb.net/pokedex/mantine	Mantine is a Water/Flying type Pokémon introduced in Generation 2. It is known as the Kite Pokémon.
Eevee	https://pokemondb.net/pokedex/eevee	Eevee is a Normal type Pokémon introduced in Generation 1. It is known as the Evolution Pokémon.
Mudsdale	https://pokemondb.net/pokedex/mudsdale	Mudsdale is a Ground type Pokémon introduced in Generation 7. It is known as the Draft Horse Pokémon.
Talonflame	https://pokemondb.net/pokedex/talonflame	Talonflame is a Fire/Flying type Pokémon introduced in Generation 6. It is known as the Scorching Pokémon.
Muk	https://pokemondb.net/pokedex/muk	Muk is a Poison type Pokémon introduced in Generation 1. It is known as the Sludge Pokémon.
Farfetch'd	https://pokemondb.net/pokedex/farfetchd	Farfetch'd is a Normal/Flying type Pokémon introduced in Generation 1. It is known as the Wild Duck Pokémon.
Golurk	https://pokemondb.net/pokedex/golurk	Golurk is a Ground/Ghost type Pokémon introduced in Generation 5. It is known as the Automaton Pokémon.
Anorith	https://pokemondb.net/pokedex/anorith	Anorith is a Rock/Bug type Pokémon introduced in Generation 3. It is known as the Old Shrimp Pokémon.
Probopass	https://pokemondb.net/pokedex/probopass	Probopass is a Rock/Steel type Pokémon introduced in Generation 4. It is known as the Compass Pokémon.
Shaymin	https://pokemondb.net/pokedex/shaymin	Shaymin is a Grass type Pokémon introduced in Generation 4. It is known as the Gratitude Pokémon.
Hoopa	https://pokemondb.net/pokedex/hoopa	Hoopa is a Psychic/Ghost type Pokémon introduced in Generation 6. It is known as the Mischief Pokémon.
Morpeko	https://pokemondb.net/pokedex/morpeko	Morpeko is an Electric/Dark type Pokémon introduced in Generation 8. It is known as the Two-Sided Pokémon.
Horsea	https://pokemondb.net/pokedex/horsea	Horsea is a Water type Pokémon introduced in Generation 1. It is known as the Dragon Pokémon.
Starly	https://pokemondb.net/pokedex/starly	Starly is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Starling Pokémon.
Greninja	https://pokemondb.net/pokedex/greninja	Greninja is a Water/Dark type Pokémon introduced in Generation 6. It is known as the Ninja Pokémon.
Celebi	https://pokemondb.net/pokedex/celebi	Celebi is a Psychic/Grass type Pokémon introduced in Generation 2. It is known as the Time Travel Pokémon.
Inteleon	https://pokemondb.net/pokedex/inteleon	Inteleon is a Water type Pokémon introduced in Generation 8. It is known as the Secret Agent Pokémon.
Unown	https://pokemondb.net/pokedex/unown	Unown is a Psychic type Pokémon introduced in Generation 2. It is known as the Symbol Pokémon.
Buizel	https://pokemondb.net/pokedex/buizel	Buizel is a Water type Pokémon introduced in Generation 4. It is known as the Sea Weasel Pokémon.
Spoink	https://pokemondb.net/pokedex/spoink	Spoink is a Psychic type Pokémon introduced in Generation 3. It is known as the Bounce Pokémon.
Seviper	https://pokemondb.net/pokedex/seviper	Seviper is a Poison type Pokémon introduced in Generation 3. It is known as the Fang Snake Pokémon.
Braixen	https://pokemondb.net/pokedex/braixen	Braixen is a Fire type Pokémon introduced in Generation 6. It is known as the Fox Pokémon.
Yveltal	https://pokemondb.net/pokedex/yveltal	Yveltal is a Dark/Flying type Pokémon introduced in Generation 6. It is known as the Destruction Pokémon.
Metapod	https://pokemondb.net/pokedex/metapod	Metapod is a Bug type Pokémon introduced in Generation 1. It is known as the Cocoon Pokémon.
Primarina	https://pokemondb.net/pokedex/primarina	Primarina is a Water/Fairy type Pokémon introduced in Generation 7. It is known as the Soloist Pokémon.
Chingling	https://pokemondb.net/pokedex/chingling	Chingling is a Psychic type Pokémon introduced in Generation 4. It is known as the Bell Pokémon.
Lopunny	https://pokemondb.net/pokedex/lopunny	Lopunny is a Normal type Pokémon introduced in Generation 4. It is known as the Rabbit Pokémon.
Rapidash	https://pokemondb.net/pokedex/rapidash	Rapidash is a Fire type Pokémon introduced in Generation 1. It is known as the Fire Horse Pokémon.
Nihilego	https://pokemondb.net/pokedex/nihilego	Nihilego is a Rock/Poison type Pokémon introduced in Generation 7. It is known as the Parasite Pokémon.
Girafarig	https://pokemondb.net/pokedex/girafarig	Girafarig is a Normal/Psychic type Pokémon introduced in Generation 2. It is known as the Long Neck Pokémon.
Malamar	https://pokemondb.net/pokedex/malamar	Malamar is a Dark/Psychic type Pokémon introduced in Generation 6. It is known as the Overturning Pokémon.
Purrloin	https://pokemondb.net/pokedex/purrloin	Purrloin is a Dark type Pokémon introduced in Generation 5. It is known as the Devious Pokémon.
Carnivine	https://pokemondb.net/pokedex/carnivine	Carnivine is a Grass type Pokémon introduced in Generation 4. It is known as the Bug Catcher Pokémon.
Venusaur	https://pokemondb.net/pokedex/venusaur	Venusaur is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Seed Pokémon.
Butterfree	https://pokemondb.net/pokedex/butterfree	Butterfree is a Bug/Flying type Pokémon introduced in Generation 1. It is known as the Butterfly Pokémon.
Marill	https://pokemondb.net/pokedex/marill	Marill is a Water/Fairy type Pokémon introduced in Generation 2. It is known as the Aqua Mouse Pokémon.
Drapion	https://pokemondb.net/pokedex/drapion	Drapion is a Poison/Dark type Pokémon introduced in Generation 4. It is known as the Ogre Scorp Pokémon.
Bagon	https://pokemondb.net/pokedex/bagon	Bagon is a Dragon type Pokémon introduced in Generation 3. It is known as the Rock Head Pokémon.
Applin	https://pokemondb.net/pokedex/applin	Applin is a Grass/Dragon type Pokémon introduced in Generation 8. It is known as the Apple Core Pokémon.
Silvally	https://pokemondb.net/pokedex/silvally	Silvally is a Normal type Pokémon introduced in Generation 7. It is known as the Synthetic Pokémon.
Bellossom	https://pokemondb.net/pokedex/bellossom	Bellossom is a Grass type Pokémon introduced in Generation 2. It is known as the Flower Pokémon.
Pignite	https://pokemondb.net/pokedex/pignite	Pignite is a Fire/Fighting type Pokémon introduced in Generation 5. It is known as the Fire Pig Pokémon.
Alcremie	https://pokemondb.net/pokedex/alcremie	Alcremie is a Fairy type Pokémon introduced in Generation 8. It is known as the Cream Pokémon.
Donphan	https://pokemondb.net/pokedex/donphan	Donphan is a Ground type Pokémon introduced in Generation 2. It is known as the Armor Pokémon.
Duosion	https://pokemondb.net/pokedex/duosion	Duosion is a Psychic type Pokémon introduced in Generation 5. It is known as the Mitosis Pokémon.
Quagsire	https://pokemondb.net/pokedex/quagsire	Quagsire is a Water/Ground type Pokémon introduced in Generation 2. It is known as the Water Fish Pokémon.
Lotad	https://pokemondb.net/pokedex/lotad	Lotad is a Water/Grass type Pokémon introduced in Generation 3. It is known as the Water Weed Pokémon.
Scrafty	https://pokemondb.net/pokedex/scrafty	Scrafty is a Dark/Fighting type Pokémon introduced in Generation 5. It is known as the Hoodlum Pokémon.
Azurill	https://pokemondb.net/pokedex/azurill	Azurill is a Normal/Fairy type Pokémon introduced in Generation 3. It is known as the Polka Dot Pokémon.
Tepig	https://pokemondb.net/pokedex/tepig	Tepig is a Fire type Pokémon introduced in Generation 5. It is known as the Fire Pig Pokémon.
Beartic	https://pokemondb.net/pokedex/beartic	Beartic is an Ice type Pokémon introduced in Generation 5. It is known as the Freezing Pokémon.
Scraggy	https://pokemondb.net/pokedex/scraggy	Scraggy is a Dark/Fighting type Pokémon introduced in Generation 5. It is known as the Shedding Pokémon.
Dustox	https://pokemondb.net/pokedex/dustox	Dustox is a Bug/Poison type Pokémon introduced in Generation 3. It is known as the Poison Moth Pokémon.
Lumineon	https://pokemondb.net/pokedex/lumineon	Lumineon is a Water type Pokémon introduced in Generation 4. It is known as the Neon Pokémon.
Meltan	https://pokemondb.net/pokedex/meltan	Meltan is a Steel type Pokémon introduced in Generation 7. It is known as the Hex Nut Pokémon.
Wishiwashi	https://pokemondb.net/pokedex/wishiwashi	Wishiwashi is a Water type Pokémon introduced in Generation 7. It is known as the Small Fry Pokémon.
Lunala	https://pokemondb.net/pokedex/lunala	Lunala is a Psychic/Ghost type Pokémon introduced in Generation 7. It is known as the Moone Pokémon.
Golisopod	https://pokemondb.net/pokedex/golisopod	Golisopod is a Bug/Water type Pokémon introduced in Generation 7. It is known as the Hard Scale Pokémon.
Clefairy	https://pokemondb.net/pokedex/clefairy	Clefairy is a Fairy type Pokémon introduced in Generation 1. It is known as the Fairy Pokémon.
Pheromosa	https://pokemondb.net/pokedex/pheromosa	Pheromosa is a Bug/Fighting type Pokémon introduced in Generation 7. It is known as the Lissome Pokémon.
Ludicolo	https://pokemondb.net/pokedex/ludicolo	Ludicolo is a Water/Grass type Pokémon introduced in Generation 3. It is known as the Carefree Pokémon.
Venipede	https://pokemondb.net/pokedex/venipede	Venipede is a Bug/Poison type Pokémon introduced in Generation 5. It is known as the Centipede Pokémon.
Breloom	https://pokemondb.net/pokedex/breloom	Breloom is a Grass/Fighting type Pokémon introduced in Generation 3. It is known as the Mushroom Pokémon.
Yungoos	https://pokemondb.net/pokedex/yungoos	Yungoos is a Normal type Pokémon introduced in Generation 7. It is known as the Loitering Pokémon.
